binned_x1,binned_x2,binned_x3,f1,f2
"(2.401, 4.0]","(2.4, 4.0]","(0.799, 2.398]",0.9999997801376304,0.9999999999999984
"(-4.004, -2.397]","(-0.8, 0.8]","(2.398, 3.998]",0.9999999992261422,0.9999999990336056
"(-0.798, 0.801]","(-2.399, -0.8]","(-4.007, -2.4]",0.9999997568270612,0.9969405367231378
"(2.401, 4.0]","(0.8, 2.4]","(2.398, 3.998]",0.999889041204266,0.9999999999642354
"(0.801, 2.401]","(-2.399, -0.8]","(-2.4, -0.8]",0.999956548794584,0.9910019414864742
"(-4.004, -2.397]","(-2.399, -0.8]","(-2.4, -0.8]",0.9999999996978652,0.9993499557922269
"(-0.798, 0.801]","(0.8, 2.4]","(2.398, 3.998]",0.9892492778307406,0.9999994492071708
"(0.801, 2.401]","(0.8, 2.4]","(-0.8, 0.799]",0.998313049860331,0.9999999680884176
"(-4.004, -2.397]","(-2.399, -0.8]","(-4.007, -2.4]",0.9999999999999738,0.9999979365171195
"(-4.004, -2.397]","(2.4, 4.0]","(0.799, 2.398]",0.9999999980689248,0.9999999999020692
"(-2.397, -0.798]","(-2.399, -0.8]","(2.398, 3.998]",0.9999999999168454,0.9999999997590456
"(2.401, 4.0]","(-2.399, -0.8]","(0.799, 2.398]",0.9999977286713948,0.9999999997952824
"(-4.004, -2.397]","(-2.399, -0.8]","(-2.4, -0.8]",0.9999999993739852,0.9995708427464618
"(0.801, 2.401]","(-4.007, -2.399]","(2.398, 3.998]",0.9999999423952052,0.9999999935424382
"(-2.397, -0.798]","(-0.8, 0.8]","(2.398, 3.998]",0.9999803852233746,0.9999904990968026
"(-4.004, -2.397]","(-2.399, -0.8]","(-0.8, 0.799]",0.9999999177303868,0.9940243204825666
"(2.401, 4.0]","(-4.007, -2.399]","(2.398, 3.998]",0.9999999999982812,1.0
"(-0.798, 0.801]","(0.8, 2.4]","(2.398, 3.998]",0.9992843518258993,0.9999999856369916
"(2.401, 4.0]","(-4.007, -2.399]","(0.799, 2.398]",0.9999999957730769,0.9999999998853848
"(2.401, 4.0]","(-0.8, 0.8]","(-0.8, 0.799]",0.9998597337063684,0.9999948893212144
"(0.801, 2.401]","(-4.007, -2.399]","(-4.007, -2.4]",0.9999999999999968,0.9999999999593264
"(-0.798, 0.801]","(-2.399, -0.8]","(-4.007, -2.4]",0.9999999999386509,0.9999586046903072
"(-4.004, -2.397]","(-2.399, -0.8]","(0.799, 2.398]",0.9999999985063794,0.9999799125732782
"(-2.397, -0.798]","(-4.007, -2.399]","(0.799, 2.398]",0.999999946980824,0.9999719442773348
"(-4.004, -2.397]","(-0.8, 0.8]","(-4.007, -2.4]",0.9999999999999803,0.9999996815518476
"(-0.798, 0.801]","(-4.007, -2.399]","(2.398, 3.998]",0.9999999980320896,0.9999999999573868
"(0.801, 2.401]","(2.4, 4.0]","(-2.4, -0.8]",0.999984460457328,0.9999999961311676
"(2.401, 4.0]","(-4.007, -2.399]","(-2.4, -0.8]",0.999999999843307,0.9999999860964276
"(-2.397, -0.798]","(0.8, 2.4]","(-2.4, -0.8]",0.9999917620590368,0.9999688035176064
"(-0.798, 0.801]","(-4.007, -2.399]","(0.799, 2.398]",0.9999999995251682,0.9999999567709222
"(-4.004, -2.397]","(-4.007, -2.399]","(-2.4, -0.8]",0.9999999999930508,0.9999745105285384
"(-0.798, 0.801]","(0.8, 2.4]","(2.398, 3.998]",0.9998957991815433,0.9999999953508344
"(2.401, 4.0]","(0.8, 2.4]","(0.799, 2.398]",0.9999996019129804,0.9999999999999948
"(-4.004, -2.397]","(2.4, 4.0]","(-4.007, -2.4]",0.9999999999999992,0.9999999999973992
"(-4.004, -2.397]","(-0.8, 0.8]","(-4.007, -2.4]",0.9999999999814972,0.9999624357985724
"(0.801, 2.401]","(-4.007, -2.399]","(-4.007, -2.4]",0.9999999999614392,0.9999995739310148
"(-2.397, -0.798]","(0.8, 2.4]","(-2.4, -0.8]",0.9999926130986748,0.9999358259218768
"(-0.798, 0.801]","(2.4, 4.0]","(0.799, 2.398]",0.999987514878268,0.9999999997388918
"(0.801, 2.401]","(-4.007, -2.399]","(-0.8, 0.799]",0.9999997836972156,0.999999073503566
"(2.401, 4.0]","(-4.007, -2.399]","(2.398, 3.998]",0.999999999961262,0.9999999999999962
"(2.401, 4.0]","(0.8, 2.4]","(2.398, 3.998]",0.9999999886930432,1.0
"(0.801, 2.401]","(0.8, 2.4]","(-0.8, 0.799]",0.9922941618154852,0.9999969136807584
"(0.801, 2.401]","(-0.8, 0.8]","(2.398, 3.998]",0.9999367090216892,0.999999999833842
"(-4.004, -2.397]","(0.8, 2.4]","(-2.4, -0.8]",0.9999999873596096,0.9999885919821008
"(-0.798, 0.801]","(-4.007, -2.399]","(-0.8, 0.799]",0.9999999328829569,0.9981362904239623
"(-2.397, -0.798]","(0.8, 2.4]","(-2.4, -0.8]",0.9999987474838052,0.999858710004438
"(-0.798, 0.801]","(-0.8, 0.8]","(-2.4, -0.8]",0.9990598940756376,0.8561712932513367
"(2.401, 4.0]","(-0.8, 0.8]","(0.799, 2.398]",0.9999983101047388,0.9999999999897128
"(0.801, 2.401]","(2.4, 4.0]","(0.799, 2.398]",0.9994940170506912,0.9999999997703914
"(-2.397, -0.798]","(-4.007, -2.399]","(-2.4, -0.8]",0.9999999533206057,0.9933278513555108
"(2.401, 4.0]","(0.8, 2.4]","(-0.8, 0.799]",0.9924279882580296,0.9999996916013666
"(2.401, 4.0]","(2.4, 4.0]","(0.799, 2.398]",0.9999999969189894,1.0
"(-2.397, -0.798]","(-0.8, 0.8]","(0.799, 2.398]",0.989871199304049,0.9919976532785394
"(-2.397, -0.798]","(-4.007, -2.399]","(-2.4, -0.8]",0.99999999999363,0.9999263589407246
"(-0.798, 0.801]","(-2.399, -0.8]","(-0.8, 0.799]",0.9996692984965376,0.9563262844085652
"(2.401, 4.0]","(2.4, 4.0]","(-4.007, -2.4]",0.9999999999999132,0.9999999999999986
"(-4.004, -2.397]","(0.8, 2.4]","(-4.007, -2.4]",0.999999999999998,0.999999997447603
"(-2.397, -0.798]","(-0.8, 0.8]","(-2.4, -0.8]",0.9999996580080039,0.9845596540754524
"(2.401, 4.0]","(-2.399, -0.8]","(2.398, 3.998]",0.999999976052262,0.9999999999994452
"(-0.798, 0.801]","(-2.399, -0.8]","(2.398, 3.998]",0.9999998063267009,0.9999998969314796
"(-4.004, -2.397]","(0.8, 2.4]","(-0.8, 0.799]",0.9999999887976264,0.9999992416552248
"(-2.397, -0.798]","(-4.007, -2.399]","(-0.8, 0.799]",0.9999999524796318,0.9958148996817228
"(0.801, 2.401]","(-4.007, -2.399]","(-0.8, 0.799]",0.9999999252441071,0.9999998311490098
"(-0.798, 0.801]","(-2.399, -0.8]","(0.799, 2.398]",0.9793572482274012,0.9592912943949692
"(-4.004, -2.397]","(-0.8, 0.8]","(-0.8, 0.799]",0.9999999587337659,0.9998739325586952
"(2.401, 4.0]","(-2.399, -0.8]","(0.799, 2.398]",0.999999772070325,0.9999999999982656
"(2.401, 4.0]","(2.4, 4.0]","(-2.4, -0.8]",0.9999999992315992,0.9999999999999892
"(-2.397, -0.798]","(-4.007, -2.399]","(2.398, 3.998]",0.9999999999978988,0.9999999999912892
"(2.401, 4.0]","(-2.399, -0.8]","(-0.8, 0.799]",0.9997349145875698,0.9999832912688013
"(2.401, 4.0]","(-4.007, -2.399]","(0.799, 2.398]",0.9999999997261672,0.9999999999940741
"(0.801, 2.401]","(-2.399, -0.8]","(-0.8, 0.799]",0.9361379455919776,0.9684828923663991
"(0.801, 2.401]","(2.4, 4.0]","(-2.4, -0.8]",0.9999997440116196,0.9999999966343284
"(-2.397, -0.798]","(-0.8, 0.8]","(0.799, 2.398]",0.9994559259618404,0.9997928112911284
"(-4.004, -2.397]","(0.8, 2.4]","(-0.8, 0.799]",0.9999999952485964,0.9999989128683678
"(-4.004, -2.397]","(-4.007, -2.399]","(-0.8, 0.799]",0.9999999958246196,0.9995810174462028
"(-4.004, -2.397]","(0.8, 2.4]","(2.398, 3.998]",0.9999999976450776,0.9999999999526672
"(0.801, 2.401]","(2.4, 4.0]","(-4.007, -2.4]",0.9999999999976114,0.9999999999998191
"(0.801, 2.401]","(2.4, 4.0]","(0.799, 2.398]",0.9970555351800072,0.9999999933148928
"(0.801, 2.401]","(0.8, 2.4]","(2.398, 3.998]",0.9933593527630824,0.9999999294680229
"(2.401, 4.0]","(0.8, 2.4]","(0.799, 2.398]",0.9997127287475442,0.9999999994287142
"(0.801, 2.401]","(-2.399, -0.8]","(0.799, 2.398]",0.9862896903242024,0.9994527378116804
"(2.401, 4.0]","(2.4, 4.0]","(-4.007, -2.4]",0.9999999999983106,1.0
"(0.801, 2.401]","(-0.8, 0.8]","(2.398, 3.998]",0.9991611651247764,0.9999999692751916
"(0.801, 2.401]","(-4.007, -2.399]","(2.398, 3.998]",0.9999999939879136,0.99999999998714
"(0.801, 2.401]","(-2.399, -0.8]","(-4.007, -2.4]",0.99999999992811,0.9999999669544876
"(0.801, 2.401]","(0.8, 2.4]","(-4.007, -2.4]",0.9999999899196202,0.9999999913573652
"(-4.004, -2.397]","(-2.399, -0.8]","(-4.007, -2.4]",0.9999999999992558,0.9999899274514128
"(-4.004, -2.397]","(0.8, 2.4]","(-2.4, -0.8]",0.9999999990579224,0.9999967889280236
"(-4.004, -2.397]","(-2.399, -0.8]","(-0.8, 0.799]",0.999999997004276,0.9997725577486524
"(-0.798, 0.801]","(-2.399, -0.8]","(0.799, 2.398]",0.9999164678092516,0.9998058132582609
"(2.401, 4.0]","(-0.8, 0.8]","(-2.4, -0.8]",0.9999928200548324,0.9999999872726576
"(-2.397, -0.798]","(2.4, 4.0]","(0.799, 2.398]",0.9999940644008996,0.9999998643929068
"(-4.004, -2.397]","(-2.399, -0.8]","(-2.4, -0.8]",0.9999999999906796,0.9999252248243952
"(2.401, 4.0]","(-2.399, -0.8]","(-0.8, 0.799]",0.9999993547625234,0.9999999420566316
"(-2.397, -0.798]","(-0.8, 0.8]","(-4.007, -2.4]",0.9999999999978452,0.9999994126612328
"(0.801, 2.401]","(-2.399, -0.8]","(2.398, 3.998]",0.9999999716341422,0.9999999996949376
"(-0.798, 0.801]","(0.8, 2.4]","(0.799, 2.398]",0.978600524340138,0.999987707894716
"(2.401, 4.0]","(2.4, 4.0]","(-2.4, -0.8]",0.9999999994016856,0.9999999999999992
"(2.401, 4.0]","(-2.399, -0.8]","(-2.4, -0.8]",0.9999963496010164,0.9999993074617518
"(2.401, 4.0]","(-4.007, -2.399]","(-4.007, -2.4]",0.9999999999999998,0.9999999999985308
"(-4.004, -2.397]","(-2.399, -0.8]","(0.799, 2.398]",0.9999990804557422,0.999380006173155
"(-2.397, -0.798]","(-0.8, 0.8]","(0.799, 2.398]",0.9990699354861056,0.9967572239994608
"(-4.004, -2.397]","(2.4, 4.0]","(-0.8, 0.799]",0.9999998399975184,0.9999999820565876
"(0.801, 2.401]","(-2.399, -0.8]","(-2.4, -0.8]",0.9999957000635432,0.9970751196081868
"(-2.397, -0.798]","(-4.007, -2.399]","(-4.007, -2.4]",0.9999999999998784,0.9999971862013312
"(-4.004, -2.397]","(-2.399, -0.8]","(0.799, 2.398]",0.99999999535647,0.9999638584802588
"(2.401, 4.0]","(-0.8, 0.8]","(0.799, 2.398]",0.9999803765572212,0.9999999996376572
"(-0.798, 0.801]","(0.8, 2.4]","(2.398, 3.998]",0.9999925147732236,0.9999999999846276
"(2.401, 4.0]","(0.8, 2.4]","(2.398, 3.998]",0.9999999010246357,0.9999999999999998
"(-0.798, 0.801]","(-2.399, -0.8]","(2.398, 3.998]",0.9999970079798264,0.9999988948545928
"(-4.004, -2.397]","(-0.8, 0.8]","(-0.8, 0.799]",0.9999999991995356,0.999999587339796
"(2.401, 4.0]","(2.4, 4.0]","(-2.4, -0.8]",0.9999999999270746,0.9999999999999992
"(-4.004, -2.397]","(2.4, 4.0]","(0.799, 2.398]",0.9999999999946214,0.9999999999999531
"(2.401, 4.0]","(-0.8, 0.8]","(-2.4, -0.8]",0.9999975560076432,0.999999974388358
"(0.801, 2.401]","(2.4, 4.0]","(-4.007, -2.4]",0.99999999583184,0.9999999986364372
"(-0.798, 0.801]","(2.4, 4.0]","(2.398, 3.998]",0.9998992589917349,0.9999999998007888
"(-2.397, -0.798]","(-4.007, -2.399]","(-2.4, -0.8]",0.999999999981131,0.9999263809521692
"(-2.397, -0.798]","(2.4, 4.0]","(-2.4, -0.8]",0.999999849895381,0.9999995355367252
"(0.801, 2.401]","(-0.8, 0.8]","(-0.8, 0.799]",0.988767658509672,0.9996968297555472
"(-4.004, -2.397]","(-0.8, 0.8]","(-2.4, -0.8]",0.9999996500381768,0.9945202624768538
"(-4.004, -2.397]","(-4.007, -2.399]","(2.398, 3.998]",1.0,0.9999999999994796
"(2.401, 4.0]","(-0.8, 0.8]","(-4.007, -2.4]",0.9999999938406184,0.9999999668465716
"(2.401, 4.0]","(-4.007, -2.399]","(-4.007, -2.4]",0.9999999999999792,0.9999999999896472
"(0.801, 2.401]","(-2.399, -0.8]","(2.398, 3.998]",0.9999990885028628,0.9999999998690124
"(2.401, 4.0]","(-4.007, -2.399]","(0.799, 2.398]",0.9999999954420048,0.9999999997648864
"(0.801, 2.401]","(2.4, 4.0]","(-4.007, -2.4]",0.9999999462071132,0.9999999961640484
"(-4.004, -2.397]","(2.4, 4.0]","(0.799, 2.398]",0.9999999965229528,0.9999999999677806
"(-0.798, 0.801]","(0.8, 2.4]","(-2.4, -0.8]",0.9738997572700604,0.996913876947376
"(0.801, 2.401]","(0.8, 2.4]","(-0.8, 0.799]",0.9293537348559596,0.9999645333018484
"(-2.397, -0.798]","(2.4, 4.0]","(-0.8, 0.799]",0.999999988010817,0.9999999996756012
"(-4.004, -2.397]","(-0.8, 0.8]","(-2.4, -0.8]",0.9999999998662409,0.9998890400157566
"(2.401, 4.0]","(2.4, 4.0]","(-4.007, -2.4]",0.9999999999999964,1.0
"(-0.798, 0.801]","(-4.007, -2.399]","(-2.4, -0.8]",0.9999999754079472,0.998715428340566
"(-2.397, -0.798]","(2.4, 4.0]","(-0.8, 0.799]",0.9999957076280472,0.9999999501874988
"(-4.004, -2.397]","(2.4, 4.0]","(-0.8, 0.799]",0.9999999999986756,0.999999999985004
"(2.401, 4.0]","(-2.399, -0.8]","(-4.007, -2.4]",0.9999999999987752,0.9999999999907462
"(-0.798, 0.801]","(0.8, 2.4]","(-2.4, -0.8]",0.9898196986601268,0.9979358878029608
"(-0.798, 0.801]","(0.8, 2.4]","(2.398, 3.998]",0.999958023154912,0.9999999999611928
"(-4.004, -2.397]","(2.4, 4.0]","(2.398, 3.998]",0.9999999997214181,0.999999999999626
"(-4.004, -2.397]","(2.4, 4.0]","(-0.8, 0.799]",0.9999999999931916,0.999999999998762
"(2.401, 4.0]","(-0.8, 0.8]","(-0.8, 0.799]",0.9860345894011664,0.9999211344699069
"(0.801, 2.401]","(-0.8, 0.8]","(2.398, 3.998]",0.9998605592789092,0.9999999909092344
"(-2.397, -0.798]","(-0.8, 0.8]","(0.799, 2.398]",0.999830503655022,0.9986753436212252
"(-2.397, -0.798]","(-4.007, -2.399]","(-2.4, -0.8]",0.999999998419178,0.9994763224280137
"(-4.004, -2.397]","(2.4, 4.0]","(2.398, 3.998]",0.9999999999999438,1.0
"(-4.004, -2.397]","(-4.007, -2.399]","(0.799, 2.398]",0.9999999999997032,0.9999999961413863
"(0.801, 2.401]","(-2.399, -0.8]","(-4.007, -2.4]",0.9999999999836774,0.9999999619583768
"(2.401, 4.0]","(2.4, 4.0]","(2.398, 3.998]",0.999999996684204,1.0
"(-0.798, 0.801]","(2.4, 4.0]","(-2.4, -0.8]",0.9999999388703946,0.9999999994323842
"(-0.798, 0.801]","(0.8, 2.4]","(-0.8, 0.799]",0.9412712611582036,0.8807096182010619
"(-4.004, -2.397]","(-4.007, -2.399]","(2.398, 3.998]",0.9999999999999994,0.9999999999888424
"(0.801, 2.401]","(-0.8, 0.8]","(2.398, 3.998]",0.984494625020892,0.9999982171830878
"(-0.798, 0.801]","(-0.8, 0.8]","(0.799, 2.398]",0.7670308831826688,0.9995154170953746
"(2.401, 4.0]","(2.4, 4.0]","(0.799, 2.398]",0.9999999990410212,1.0
"(2.401, 4.0]","(-2.399, -0.8]","(0.799, 2.398]",0.9999979968955376,0.999999999943233
"(0.801, 2.401]","(-2.399, -0.8]","(-2.4, -0.8]",0.9999444349994508,0.9962585372767476
"(2.401, 4.0]","(-0.8, 0.8]","(-4.007, -2.4]",0.9999999987128084,0.9999999530053404
"(-2.397, -0.798]","(-0.8, 0.8]","(-2.4, -0.8]",0.9999675165464804,0.9770461201256628
"(-2.397, -0.798]","(0.8, 2.4]","(-4.007, -2.4]",0.9999997802719854,0.9998773311043307
"(-4.004, -2.397]","(2.4, 4.0]","(-2.4, -0.8]",0.9999999999441944,0.9999999906127685
"(-2.397, -0.798]","(-4.007, -2.399]","(0.799, 2.398]",0.9999999999745236,0.9999994639490348
"(0.801, 2.401]","(0.8, 2.4]","(0.799, 2.398]",0.9875846152768836,0.9999999196231169
"(-4.004, -2.397]","(-2.399, -0.8]","(-4.007, -2.4]",1.0,0.9999999998244912
"(2.401, 4.0]","(-4.007, -2.399]","(2.398, 3.998]",0.9999999999979028,0.9999999999999829
"(0.801, 2.401]","(-2.399, -0.8]","(-2.4, -0.8]",0.9938127589463106,0.9442357169002148
"(-4.004, -2.397]","(-4.007, -2.399]","(-0.8, 0.799]",0.9999999999913242,0.999978662685982
"(0.801, 2.401]","(2.4, 4.0]","(0.799, 2.398]",0.9999886067188696,0.9999999999955363
"(-2.397, -0.798]","(-2.399, -0.8]","(-2.4, -0.8]",0.999999780671142,0.9842706444500992
"(0.801, 2.401]","(2.4, 4.0]","(-0.8, 0.799]",0.9999997833520272,0.9999999999994528
"(-2.397, -0.798]","(-0.8, 0.8]","(-4.007, -2.4]",0.9999986846474146,0.9946257169171296
"(0.801, 2.401]","(-2.399, -0.8]","(-0.8, 0.799]",0.9992061639450556,0.998886168212052
"(-2.397, -0.798]","(2.4, 4.0]","(-2.4, -0.8]",0.9999999262511586,0.9999999659694232
"(-4.004, -2.397]","(-0.8, 0.8]","(-2.4, -0.8]",0.9999999821166524,0.998416628467505
"(-0.798, 0.801]","(-2.399, -0.8]","(-2.4, -0.8]",0.9971846651986692,0.3157659230556465
"(0.801, 2.401]","(2.4, 4.0]","(-4.007, -2.4]",0.9999999999789296,0.999999999998352
"(2.401, 4.0]","(-2.399, -0.8]","(0.799, 2.398]",0.9999780601865296,0.9999999160627812
"(2.401, 4.0]","(-0.8, 0.8]","(-2.4, -0.8]",0.9998461810316068,0.999990832317338
"(0.801, 2.401]","(0.8, 2.4]","(0.799, 2.398]",0.8748406399903896,0.9999924311120773
"(-2.397, -0.798]","(2.4, 4.0]","(-0.8, 0.799]",0.9999998505602692,0.99999999366877
"(-4.004, -2.397]","(-2.399, -0.8]","(0.799, 2.398]",0.999999991672898,0.9999927633057089
"(-4.004, -2.397]","(0.8, 2.4]","(2.398, 3.998]",0.999999999802748,0.9999999999951074
"(2.401, 4.0]","(-0.8, 0.8]","(-0.8, 0.799]",0.9981026463644536,0.999994423244952
"(-0.798, 0.801]","(-2.399, -0.8]","(0.799, 2.398]",0.9996596851365722,0.9988089779756388
"(0.801, 2.401]","(-2.399, -0.8]","(-2.4, -0.8]",0.9999679060669702,0.9957817360484066
"(2.401, 4.0]","(-2.399, -0.8]","(-0.8, 0.799]",0.9999927139490336,0.9999999890521032
"(0.801, 2.401]","(-0.8, 0.8]","(-4.007, -2.4]",0.9999947193932338,0.9997671979091995
"(0.801, 2.401]","(0.8, 2.4]","(-2.4, -0.8]",0.99912599237206,0.99991996654974
"(-2.397, -0.798]","(0.8, 2.4]","(-0.8, 0.799]",0.9999026112113903,0.9983959898417116
"(2.401, 4.0]","(-0.8, 0.8]","(-4.007, -2.4]",0.9999999999999359,0.99999999999979
"(0.801, 2.401]","(2.4, 4.0]","(-4.007, -2.4]",0.9999999999850088,0.9999999999963122
"(-4.004, -2.397]","(-2.399, -0.8]","(-4.007, -2.4]",0.9999999999984251,0.9999757951841356
"(2.401, 4.0]","(2.4, 4.0]","(-0.8, 0.799]",0.9999999397562058,0.9999999999999948
"(-0.798, 0.801]","(-4.007, -2.399]","(2.398, 3.998]",0.9999999999645484,0.999999999479094
"(-2.397, -0.798]","(-4.007, -2.399]","(2.398, 3.998]",0.9999999996361076,0.9999999785882496
"(0.801, 2.401]","(0.8, 2.4]","(-2.4, -0.8]",0.9317491972679448,0.9954755697610228
"(0.801, 2.401]","(0.8, 2.4]","(2.398, 3.998]",0.9999997608619442,0.9999999999999948
"(-4.004, -2.397]","(2.4, 4.0]","(2.398, 3.998]",0.9999999999996732,0.9999999999999988
"(0.801, 2.401]","(-4.007, -2.399]","(-2.4, -0.8]",0.9999962871795016,0.9994223580696932
"(2.401, 4.0]","(2.4, 4.0]","(-2.4, -0.8]",0.9999998650274772,0.9999999999990123
"(0.801, 2.401]","(-0.8, 0.8]","(-2.4, -0.8]",0.9937101955111372,0.9999367613712826
"(-2.397, -0.798]","(0.8, 2.4]","(0.799, 2.398]",0.942967643795364,0.998425082280544
"(-4.004, -2.397]","(0.8, 2.4]","(-0.8, 0.799]",0.9999995005905684,0.9999922836570918
"(2.401, 4.0]","(-2.399, -0.8]","(2.398, 3.998]",0.9999998872861908,0.9999999999995712
"(2.401, 4.0]","(-0.8, 0.8]","(0.799, 2.398]",0.9999761231599086,0.9999999999370608
"(-4.004, -2.397]","(-2.399, -0.8]","(0.799, 2.398]",0.9999999924746588,0.9999985622283992
"(0.801, 2.401]","(-4.007, -2.399]","(2.398, 3.998]",0.9999996369280512,0.9999999912971959
"(-0.798, 0.801]","(2.4, 4.0]","(2.398, 3.998]",0.9999999986520576,0.9999999999999996
"(-2.397, -0.798]","(2.4, 4.0]","(2.398, 3.998]",0.9999999995470749,1.0
"(0.801, 2.401]","(-0.8, 0.8]","(-2.4, -0.8]",0.9015739798565456,0.9887344148353642
"(-2.397, -0.798]","(-0.8, 0.8]","(0.799, 2.398]",0.9923917013630892,0.9929430202338152
"(2.401, 4.0]","(-0.8, 0.8]","(-4.007, -2.4]",0.9999999999861182,0.9999999999455356
"(2.401, 4.0]","(-0.8, 0.8]","(-0.8, 0.799]",0.9999798636015068,0.9999999372081806
"(-2.397, -0.798]","(2.4, 4.0]","(-2.4, -0.8]",0.9999999999718572,0.9999999999685342
"(0.801, 2.401]","(0.8, 2.4]","(-2.4, -0.8]",0.9685060263024929,0.9996636203736272
"(0.801, 2.401]","(2.4, 4.0]","(-2.4, -0.8]",0.9999938630694828,0.9999999990159129
"(0.801, 2.401]","(-0.8, 0.8]","(-0.8, 0.799]",0.4652756389707882,0.986306324719068
"(0.801, 2.401]","(-4.007, -2.399]","(2.398, 3.998]",0.999999999867196,0.9999999999863468
"(-2.397, -0.798]","(-2.399, -0.8]","(-4.007, -2.4]",0.9999999906890068,0.9965422811197204
"(2.401, 4.0]","(-0.8, 0.8]","(2.398, 3.998]",0.9999999848099149,0.9999999999999979
"(-4.004, -2.397]","(-4.007, -2.399]","(0.799, 2.398]",0.9999999999999992,0.9999999998975796
"(2.401, 4.0]","(2.4, 4.0]","(-2.4, -0.8]",0.99999999707124,0.999999999999752
"(-4.004, -2.397]","(-0.8, 0.8]","(-4.007, -2.4]",0.9999999994437948,0.9996815692867888
"(-0.798, 0.801]","(2.4, 4.0]","(-4.007, -2.4]",0.9999999999999832,0.9999999999999972
"(0.801, 2.401]","(-2.399, -0.8]","(2.398, 3.998]",0.9999982515148714,0.9999999985334301
"(0.801, 2.401]","(0.8, 2.4]","(-4.007, -2.4]",0.9999974652618108,0.9999980060446207
"(0.801, 2.401]","(0.8, 2.4]","(-0.8, 0.799]",0.7984870528049359,0.9998422749036884
"(-0.798, 0.801]","(0.8, 2.4]","(2.398, 3.998]",0.9994446965217456,0.9999999913075704
"(0.801, 2.401]","(-4.007, -2.399]","(0.799, 2.398]",0.9999998327111916,0.999999971607732
"(-0.798, 0.801]","(-4.007, -2.399]","(-4.007, -2.4]",0.9999999999996813,0.9999998738668356
"(-4.004, -2.397]","(0.8, 2.4]","(0.799, 2.398]",0.9999991961505248,0.9999999035874444
"(2.401, 4.0]","(2.4, 4.0]","(-0.8, 0.799]",0.9999994730516752,0.9999999999995672
"(-0.798, 0.801]","(2.4, 4.0]","(-2.4, -0.8]",0.9999189607571236,0.9999982190137656
"(2.401, 4.0]","(-4.007, -2.399]","(-4.007, -2.4]",1.0,0.9999999999999818
"(-2.397, -0.798]","(-4.007, -2.399]","(2.398, 3.998]",0.9999999994286808,0.9999999221715676
"(-0.798, 0.801]","(-4.007, -2.399]","(-4.007, -2.4]",0.9999999999999984,0.9999999286732534
"(-2.397, -0.798]","(-0.8, 0.8]","(-0.8, 0.799]",0.9940325831038194,0.16923049823495914
"(2.401, 4.0]","(2.4, 4.0]","(-4.007, -2.4]",0.9999999999848542,0.9999999999999988
"(-2.397, -0.798]","(-0.8, 0.8]","(2.398, 3.998]",0.99967112891719,0.9999984197971092
"(2.401, 4.0]","(2.4, 4.0]","(2.398, 3.998]",0.9999999997044728,1.0
"(0.801, 2.401]","(-2.399, -0.8]","(2.398, 3.998]",0.9996167955230884,0.999997427382774
"(2.401, 4.0]","(-0.8, 0.8]","(2.398, 3.998]",0.9999999966280662,1.0
"(2.401, 4.0]","(-2.399, -0.8]","(-2.4, -0.8]",0.9999999999615222,0.9999999996350536
"(-0.798, 0.801]","(-2.399, -0.8]","(-0.8, 0.799]",0.962099375162816,0.6818713130401859
"(-0.798, 0.801]","(2.4, 4.0]","(2.398, 3.998]",0.9999883837825676,0.9999999999474448
"(0.801, 2.401]","(-0.8, 0.8]","(-4.007, -2.4]",0.9999949129535268,0.9999908845384441
"(-4.004, -2.397]","(-2.399, -0.8]","(0.799, 2.398]",0.9999999943352136,0.9999987102662932
"(0.801, 2.401]","(-2.399, -0.8]","(-0.8, 0.799]",0.9402520162779632,0.9901284757163916
"(-0.798, 0.801]","(-2.399, -0.8]","(-0.8, 0.799]",0.9798189681876212,0.2989299734163383
"(-0.798, 0.801]","(2.4, 4.0]","(0.799, 2.398]",0.9940553703896071,0.9999994893545896
"(0.801, 2.401]","(0.8, 2.4]","(-2.4, -0.8]",0.9818892402155116,0.9998275173097679
"(-4.004, -2.397]","(0.8, 2.4]","(-0.8, 0.799]",0.9999999992647878,0.9999988699172068
"(2.401, 4.0]","(0.8, 2.4]","(-0.8, 0.799]",0.9999901146570828,0.9999999998919686
"(-4.004, -2.397]","(0.8, 2.4]","(-2.4, -0.8]",0.999999999964771,0.9999996401842268
"(0.801, 2.401]","(-2.399, -0.8]","(-4.007, -2.4]",0.9999999444041371,0.9999908821295396
"(2.401, 4.0]","(-0.8, 0.8]","(-4.007, -2.4]",0.9999999974898044,0.999999999762664
"(0.801, 2.401]","(2.4, 4.0]","(-2.4, -0.8]",0.9999999972127416,0.9999999999995666
"(0.801, 2.401]","(0.8, 2.4]","(2.398, 3.998]",0.9977088260233036,0.9999999942021583
"(-0.798, 0.801]","(-2.399, -0.8]","(2.398, 3.998]",0.9999989436597262,0.9999996562116256
"(-2.397, -0.798]","(-4.007, -2.399]","(0.799, 2.398]",0.9999999988722044,0.9999993981980656
"(2.401, 4.0]","(2.4, 4.0]","(0.799, 2.398]",0.999999946890552,0.9999999999999996
"(-2.397, -0.798]","(-4.007, -2.399]","(-0.8, 0.799]",0.9999999999174708,0.9999470346776694
"(-2.397, -0.798]","(-4.007, -2.399]","(2.398, 3.998]",0.9999999998979859,0.9999999760760796
